INSTANCE,ALGORITHM,BIN_INDEX,ITEM_ID,X,Y,Z,DX,DY,DZ
THPACK9-001,plain,10,1,0,0,0,10,4,8
THPACK9-001,plain,10,1,0,0,8,10,4,8
THPACK9-001,plain,11,1,0,0,0,10,4,8
THPACK9-001,plain,11,1,0,0,8,10,4,8
THPACK9-001,plain,12,1,0,0,0,10,4,8
THPACK9-001,plain,12,1,0,0,8,10,4,8
THPACK9-001,plain,13,1,0,0,0,10,4,8
THPACK9-001,plain,13,1,0,0,8,10,4,8
THPACK9-001,plain,14,1,0,0,0,10,4,8
THPACK9-001,plain,14,1,0,0,8,10,4,8
THPACK9-001,plain,15,1,0,0,0,10,4,8
THPACK9-001,plain,15,1,0,0,8,10,4,8
THPACK9-001,plain,16,1,0,0,0,10,4,8
THPACK9-001,plain,16,1,0,0,8,10,4,8
THPACK9-001,plain,17,1,0,0,0,10,4,8
THPACK9-001,plain,17,1,0,0,8,10,4,8
THPACK9-001,plain,18,1,0,0,0,10,4,8
THPACK9-001,plain,18,1,0,0,8,10,4,8
THPACK9-001,plain,19,1,0,0,0,10,4,8
THPACK9-001,plain,19,1,0,0,8,10,4,8
THPACK9-001,plain,20,1,0,0,0,10,4,8
THPACK9-001,plain,20,1,0,0,8,10,4,8
THPACK9-001,plain,21,1,0,0,0,10,4,8
THPACK9-001,plain,21,1,0,0,8,10,4,8
THPACK9-001,plain,22,1,0,0,0,10,4,8
THPACK9-001,plain,22,1,0,0,8,10,4,8
THPACK9-001,plain,23,1,0,0,0,10,4,8
THPACK9-001,plain,23,1,0,0,8,10,4,8
THPACK9-001,plain,24,1,0,0,0,10,4,8
THPACK9-001,plain,24,1,0,0,8,10,4,8
THPACK9-001,plain,25,1,0,0,0,10,4,8
THPACK9-001,plain,25,1,0,0,8,10,4,8
THPACK9-001,plain,26,1,0,0,0,10,4,8
THPACK9-001,plain,26,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,0,0,0,0,0,2,6,8
THPACK9-001,fast_brute_force,0,0,2,0,0,2,6,8
THPACK9-001,fast_brute_force,0,0,4,0,0,2,6,8
THPACK9-001,fast_brute_force,0,0,6,0,0,2,6,8
THPACK9-001,fast_brute_force,0,0,8,0,0,2,6,8
THPACK9-001,fast_brute_force,0,0,0,0,8,2,6,8
THPACK9-001,fast_brute_force,0,0,2,0,8,2,6,8
THPACK9-001,fast_brute_force,0,0,4,0,8,2,6,8
THPACK9-001,fast_brute_force,0,0,6,0,8,2,6,8
THPACK9-001,fast_brute_force,0,0,8,0,8,2,6,8
THPACK9-001,fast_brute_force,1,0,0,0,0,2,6,8
THPACK9-001,fast_brute_force,1,0,2,0,0,2,6,8
THPACK9-001,fast_brute_force,1,0,4,0,0,2,6,8
THPACK9-001,fast_brute_force,1,0,6,0,0,2,6,8
THPACK9-001,fast_brute_force,1,0,8,0,0,2,6,8
THPACK9-001,fast_brute_force,1,0,0,0,8,2,6,8
THPACK9-001,fast_brute_force,1,0,2,0,8,2,6,8
THPACK9-001,fast_brute_force,1,0,4,0,8,2,6,8
THPACK9-001,fast_brute_force,1,0,6,0,8,2,6,8
THPACK9-001,fast_brute_force,1,0,8,0,8,2,6,8
THPACK9-001,fast_brute_force,2,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,2,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,3,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,3,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,4,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,4,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,5,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,5,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,6,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,6,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,7,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,7,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,8,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,8,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,9,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,9,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,10,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,10,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,11,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,11,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,12,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,12,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,13,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,13,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,14,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,14,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,15,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,15,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,16,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,16,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,17,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,17,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,18,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,18,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,19,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,19,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,20,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,20,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,21,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,21,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,22,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,22,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,23,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,23,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,24,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,24,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,25,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,25,1,0,0,8,10,4,8
THPACK9-001,fast_brute_force,26,1,0,0,0,10,4,8
THPACK9-001,fast_brute_force,26,1,0,0,8,10,4,8
THPACK9-010,laff,0,1,0,0,0,40,32,20
THPACK9-010,laff,0,1,0,0,20,40,32,20
THPACK9-010,laff,1,1,0,0,0,40,32,20
THPACK9-010,laff,1,1,0,0,20,40,32,20
THPACK9-010,laff,2,1,0,0,0,40,32,20
THPACK9-010,laff,2,1,0,0,20,40,32,20
THPACK9-010,laff,3,1,0,0,0,40,32,20
THPACK9-010,laff,3,1,0,0,20,40,32,20
THPACK9-010,laff,4,1,0,0,0,40,32,20
THPACK9-010,laff,4,1,0,0,20,40,32,20
THPACK9-010,laff,5,1,0,0,0,40,32,20
THPACK9-010,laff,5,1,0,0,20,40,32,20
THPACK9-010,laff,6,1,0,0,0,40,32,20
THPACK9-010,laff,6,1,0,0,20,40,32,20
THPACK9-010,laff,7,1,0,0,0,40,32,20
THPACK9-010,laff,7,1,0,0,20,40,32,20
THPACK9-010,laff,8,1,0,0,0,40,32,20
THPACK9-010,laff,8,1,0,0,20,40,32,20
THPACK9-010,laff,9,1,0,0,0,40,32,20
THPACK9-010,laff,9,1,0,0,20,40,32,20
THPACK9-010,laff,10,1,0,0,0,40,32,20
THPACK9-010,laff,10,1,0,0,20,40,32,20
THPACK9-010,laff,11,1,0,0,0,40,32,20
THPACK9-010,laff,11,1,0,0,20,40,32,20
THPACK9-010,laff,12,1,0,0,0,40,32,20
THPACK9-010,laff,12,1,0,0,20,40,32,20
THPACK9-010,laff,13,1,0,0,0,40,32,20
THPACK9-010,laff,13,1,0,0,20,40,32,20
THPACK9-010,laff,14,1,0,0,0,40,32,20
THPACK9-010,laff,14,1,0,0,20,40,32,20
THPACK9-010,laff,15,1,0,0,0,40,32,20
THPACK9-010,laff,15,1,0,0,20,40,32,20
THPACK9-010,laff,16,1,0,0,0,40,32,20
THPACK9-010,laff,16,1,0,0,20,40,32,20
THPACK9-010,laff,17,1,0,0,0,40,32,20
THPACK9-010,laff,17,1,0,0,20,40,32,20
THPACK9-010,laff,18,1,0,0,0,40,32,20
THPACK9-010,laff,18,1,0,0,20,40,32,20
THPACK9-010,laff,19,1,0,0,0,40,32,20
THPACK9-010,laff,19,1,0,0,20,40,32,20
THPACK9-010,laff,20,1,0,0,0,40,32,20
THPACK9-010,laff,20,1,0,0,20,40,32,20
THPACK9-010,laff,21,1,0,0,0,40,32,20
THPACK9-010,laff,21,1,0,0,20,40,32,20
THPACK9-010,laff,22,1,0,0,0,40,32,20
THPACK9-010,laff,22,1,0,0,20,40,32,20
THPACK9-010,laff,23,1,0,0,0,40,32,20
THPACK9-010,laff,23,1,0,0,20,40,32,20
THPACK9-010,laff,24,1,0,0,0,40,32,20
THPACK9-010,laff,24,1,0,0,20,40,32,20
THPACK9-010,laff,25,1,0,0,0,40,32,20
THPACK9-010,laff,25,1,0,0,20,40,32,20
THPACK9-010,laff,26,1,0,0,0,40,32,20
THPACK9-010,laff,26,1,0,0,20,40,32,20
THPACK9-010,laff,27,1,0,0,0,40,32,20
THPACK9-010,laff,27,1,0,0,20,40,32,20
THPACK9-010,laff,28,1,0,0,0,40,32,20
THPACK9-010,laff,28,1,0,0,20,40,32,20
THPACK9-010,laff,29,1,0,0,0,40,32,20
THPACK9-010,laff,29,1,0,0,20,40,32,20
THPACK9-010,laff,30,0,0,0,0,36,28,24
THPACK9-010,laff,30,0,0,0,24,36,28,24
THPACK9-010,laff,31,0,0,0,0,36,28,24
THPACK9-010,laff,31,0,0,0,24,36,28,24
THPACK9-010,laff,32,0,0,0,0,36,28,24
THPACK9-010,laff,32,0,0,0,24,36,28,24
THPACK9-010,laff,33,0,0,0,0,36,28,24
THPACK9-010,laff,33,0,0,0,24,36,28,24
THPACK9-010,laff,34,0,0,0,0,36,28,24
THPACK9-010,laff,34,0,0,0,24,36,28,24
THPACK9-010,laff,35,0,0,0,0,36,28,24
THPACK9-010,laff,35,0,0,0,24,36,28,24
THPACK9-010,laff,36,0,0,0,0,36,28,24
THPACK9-010,laff,36,0,0,0,24,36,28,24
THPACK9-010,laff,37,0,0,0,0,36,28,24
THPACK9-010,laff,37,0,0,0,24,36,28,24
THPACK9-010,laff,38,0,0,0,0,36,28,24
THPACK9-010,laff,38,0,0,0,24,36,28,24
THPACK9-010,laff,39,0,0,0,0,36,28,24
THPACK9-010,laff,39,0,0,0,24,36,28,24
THPACK9-010,laff,40,0,0,0,0,36,28,24
THPACK9-010,laff,40,0,0,0,24,36,28,24
THPACK9-010,laff,41,0,0,0,0,36,28,24
THPACK9-010,laff,41,0,0,0,24,36,28,24
THPACK9-010,laff,42,0,0,0,0,36,28,24
THPACK9-010,laff,42,0,0,0,24,36,28,24
THPACK9-010,laff,43,0,0,0,0,36,28,24
THPACK9-010,laff,43,0,0,0,24,36,28,24
THPACK9-010,laff,44,0,0,0,0,36,28,24
THPACK9-010,laff,44,0,0,0,24,36,28,24
THPACK9-010,laff,45,0,0,0,0,36,28,24
THPACK9-010,laff,45,0,0,0,24,36,28,24
THPACK9-010,laff,46,0,0,0,0,36,28,24
THPACK9-010,laff,46,0,0,0,24,36,28,24
THPACK9-010,laff,47,0,0,0,0,36,28,24
THPACK9-010,laff,47,0,0,0,24,36,28,24
THPACK9-010,laff,48,0,0,0,0,36,28,24
THPACK9-010,laff,48,0,0,0,24,36,28,24
THPACK9-010,laff,49,0,0,0,0,36,28,24
THPACK9-010,laff,49,0,0,0,24,36,28,24
THPACK9-010,laff,50,0,0,0,0,36,28,24
THPACK9-010,laff,50,0,0,0,24,36,28,24
THPACK9-010,laff,51,0,0,0,0,36,28,24
THPACK9-010,laff,51,0,0,0,24,36,28,24
THPACK9-010,laff,52,0,0,0,0,36,28,24
THPACK9-010,laff,52,0,0,0,24,36,28,24
THPACK9-010,laff,53,0,0,0,0,36,28,24
THPACK9-010,laff,53,0,0,0,24,36,28,24
THPACK9-010,laff,54,0,0,0,0,36,28,24
THPACK9-010,laff,54,0,0,0,24,36,28,24
THPACK9-010,plain,0,1,0,0,0,40,32,20
THPACK9-010,plain,0,1,0,0,20,40,32,20
THPACK9-010,plain,1,1,0,0,0,40,32,20
THPACK9-010,plain,1,1,0,0,20,40,32,20
THPACK9-010,plain,2,1,0,0,0,40,32,20
THPACK9-010,plain,2,1,0,0,20,40,32,20
THPACK9-010,plain,3,1,0,0,0,40,32,20
THPACK9-010,plain,3,1,0,0,20,40,32,20
THPACK9-010,plain,4,1,0,0,0,40,32,20
THPACK9-010,plain,4,1,0,0,20,40,32,20
THPACK9-010,plain,5,1,0,0,0,40,32,20
THPACK9-010,plain,5,1,0,0,20,40,32,20
THPACK9-010,plain,6,1,0,0,0,40,32,20
THPACK9-010,plain,6,1,0,0,20,40,32,20
THPACK9-010,plain,7,1,0,0,0,40,32,20
THPACK9-010,plain,7,1,0,0,20,40,32,20
THPACK9-010,plain,8,1,0,0,0,40,32,20
THPACK9-010,plain,8,1,0,0,20,40,32,20
THPACK9-010,plain,9,1,0,0,0,40,32,20
THPACK9-010,plain,9,1,0,0,20,40,32,20
THPACK9-010,plain,10,1,0,0,0,40,32,20
THPACK9-010,plain,10,1,0,0,20,40,32,20
THPACK9-010,plain,11,1,0,0,0,40,32,20
THPACK9-010,plain,11,1,0,0,20,40,32,20
THPACK9-010,plain,12,1,0,0,0,40,32,20
THPACK9-010,plain,12,1,0,0,20,40,32,20
THPACK9-010,plain,13,1,0,0,0,40,32,20
THPACK9-010,plain,13,1,0,0,20,40,32,20
THPACK9-010,plain,14,1,0,0,0,40,32,20
THPACK9-010,plain,14,1,0,0,20,40,32,20
THPACK9-010,plain,15,1,0,0,0,40,32,20
THPACK9-010,plain,15,1,0,0,20,40,32,20
THPACK9-010,plain,16,1,0,0,0,40,32,20
THPACK9-010,plain,16,1,0,0,20,40,32,20
THPACK9-010,plain,17,1,0,0,0,40,32,20
THPACK9-010,plain,17,1,0,0,20,40,32,20
THPACK9-010,plain,18,1,0,0,0,40,32,20
THPACK9-010,plain,18,1,0,0,20,40,32,20
THPACK9-010,plain,19,1,0,0,0,40,32,20
THPACK9-010,plain,19,1,0,0,20,40,32,20
THPACK9-010,plain,20,1,0,0,0,40,32,20
THPACK9-010,plain,20,1,0,0,20,40,32,20
THPACK9-010,plain,21,1,0,0,0,40,32,20
THPACK9-010,plain,21,1,0,0,20,40,32,20
THPACK9-010,plain,22,1,0,0,0,40,32,20
THPACK9-010,plain,22,1,0,0,20,40,32,20
THPACK9-010,plain,23,1,0,0,0,40,32,20
THPACK9-010,plain,23,1,0,0,20,40,32,20
THPACK9-010,plain,24,1,0,0,0,40,32,20
THPACK9-010,plain,24,1,0,0,20,40,32,20
THPACK9-010,plain,25,1,0,0,0,40,32,20
THPACK9-010,plain,25,1,0,0,20,40,32,20
THPACK9-010,plain,26,1,0,0,0,40,32,20
THPACK9-010,plain,26,1,0,0,20,40,32,20
THPACK9-010,plain,27,1,0,0,0,40,32,20
THPACK9-010,plain,27,1,0,0,20,40,32,20
THPACK9-010,plain,28,1,0,0,0,40,32,20
THPACK9-010,plain,28,1,0,0,20,40,32,20
THPACK9-010,plain,29,1,0,0,0,40,32,20
THPACK9-010,plain,29,1,0,0,20,40,32,20
THPACK9-010,plain,30,0,0,0,0,36,28,24
THPACK9-010,plain,30,0,0,0,24,36,28,24
THPACK9-010,plain,31,0,0,0,0,36,28,24
THPACK9-010,plain,31,0,0,0,24,36,28,24
THPACK9-010,plain,32,0,0,0,0,36,28,24
THPACK9-010,plain,32,0,0,0,24,36,28,24
THPACK9-010,plain,33,0,0,0,0,36,28,24
THPACK9-010,plain,33,0,0,0,24,36,28,24
THPACK9-010,plain,34,0,0,0,0,36,28,24
THPACK9-010,plain,34,0,0,0,24,36,28,24
THPACK9-010,plain,35,0,0,0,0,36,28,24
THPACK9-010,plain,35,0,0,0,24,36,28,24
THPACK9-010,plain,36,0,0,0,0,36,28,24
THPACK9-010,plain,36,0,0,0,24,36,28,24
THPACK9-010,plain,37,0,0,0,0,36,28,24
THPACK9-010,plain,37,0,0,0,24,36,28,24
THPACK9-010,plain,38,0,0,0,0,36,28,24
THPACK9-010,plain,38,0,0,0,24,36,28,24
THPACK9-010,plain,39,0,0,0,0,36,28,24
THPACK9-010,plain,39,0,0,0,24,36,28,24
THPACK9-010,plain,40,0,0,0,0,36,28,24
THPACK9-010,plain,40,0,0,0,24,36,28,24
THPACK9-010,plain,41,0,0,0,0,36,28,24
THPACK9-010,plain,41,0,0,0,24,36,28,24
THPACK9-010,plain,42,0,0,0,0,36,28,24
THPACK9-010,plain,42,0,0,0,24,36,28,24
THPACK9-010,plain,43,0,0,0,0,36,28,24
THPACK9-010,plain,43,0,0,0,24,36,28,24
THPACK9-010,plain,44,0,0,0,0,36,28,24
THPACK9-010,plain,44,0,0,0,24,36,28,24
THPACK9-010,plain,45,0,0,0,0,36,28,24
THPACK9-010,plain,45,0,0,0,24,36,28,24
THPACK9-010,plain,46,0,0,0,0,36,28,24
THPACK9-010,plain,46,0,0,0,24,36,28,24
THPACK9-010,plain,47,0,0,0,0,36,28,24
THPACK9-010,plain,47,0,0,0,24,36,28,24
THPACK9-010,plain,48,0,0,0,0,36,28,24
THPACK9-010,plain,48,0,0,0,24,36,28,24
THPACK9-010,plain,49,0,0,0,0,36,28,24
THPACK9-010,plain,49,0,0,0,24,36,28,24
THPACK9-010,plain,50,0,0,0,0,36,28,24
THPACK9-010,plain,50,0,0,0,24,36,28,24
THPACK9-010,plain,51,0,0,0,0,36,28,24
THPACK9-010,plain,51,0,0,0,24,36,28,24
THPACK9-010,plain,52,0,0,0,0,36,28,24
THPACK9-010,plain,52,0,0,0,24,36,28,24
THPACK9-010,plain,53,0,0,0,0,36,28,24
THPACK9-010,plain,53,0,0,0,24,36,28,24
THPACK9-010,plain,54,0,0,0,0,36,28,24
THPACK9-010,plain,54,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,0,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,0,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,1,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,1,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,2,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,2,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,3,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,3,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,4,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,4,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,5,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,5,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,6,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,6,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,7,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,7,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,8,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,8,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,9,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,9,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,10,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,10,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,11,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,11,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,12,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,12,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,13,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,13,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,14,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,14,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,15,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,15,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,16,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,16,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,17,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,17,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,18,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,18,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,19,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,19,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,20,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,20,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,21,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,21,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,22,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,22,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,23,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,23,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,24,0,0,0,0,36,28,24
THPACK9-010,fast_brute_force,24,0,0,0,24,36,28,24
THPACK9-010,fast_brute_force,25,1,0,0,0,40,32,20
THPACK9-010,fast_brute_force,25,1,0,0,20,40,32,20
THPACK9-010,fast_brute_force,26,1,0,0,0,40,32,20
THPACK9-010,fast_brute_force,26,1,0,0,20,40,32,20
THPACK9-010,fast_brute_force,27,1,0,0,0,40,32,20
THPACK9-010,fast_brute_force,27,1,0,0,20,40,32,20
THPACK9-010,fast_brute_force,28,1,0,0,0,40,32,20
THPACK9-010,fast_brute_force,28,1,0,0,20,40,32,20
THPACK9-010,fast_brute_force,29,1,0,0,0,40,32,20
THPACK9-010,fast_brute_force,29,1,0,0,20,40,32,20
