INSTANCE,ALGORITHM,BIN_INDEX,ITEM_ID,X,Y,Z,DX,DY,DZ
MPV-GEN-T1-N30-R06,plain,0,item-013,83,0,26,1,85,69
MPV-GEN-T1-N30-R06,plain,0,item-019,62,0,64,10,48,29
MPV-GEN-T1-N30-R06,plain,0,item-015,0,0,99,91,95,1
MPV-GEN-T1-N30-R06,plain,1,item-004,0,0,0,98,72,63
MPV-GEN-T1-N30-R06,plain,1,item-025,0,72,0,71,27,100
MPV-GEN-T1-N30-R06,plain,1,item-003,98,0,0,1,83,84
MPV-GEN-T1-N30-R06,plain,2,item-007,0,0,0,94,64,75
MPV-GEN-T1-N30-R06,plain,2,item-009,94,0,0,4,70,80
MPV-GEN-T1-N30-R06,plain,3,item-012,0,0,0,52,100,79
MPV-GEN-T1-N30-R06,plain,3,item-017,52,0,0,45,90,96
MPV-GEN-T1-N30-R06,plain,4,item-023,0,0,0,44,99,80
MPV-GEN-T1-N30-R06,plain,4,item-026,44,0,0,50,87,76
MPV-GEN-T1-N30-R06,plain,5,item-010,0,0,0,35,83,95
MPV-GEN-T1-N30-R06,plain,5,item-022,35,0,0,46,70,75
MPV-GEN-T1-N30-R06,plain,6,item-027,0,0,0,69,49,72
MPV-GEN-T1-N30-R06,plain,6,item-002,69,0,0,21,72,95
MPV-GEN-T1-N30-R06,plain,7,item-029,0,0,0,39,82,69
MPV-GEN-T1-N30-R06,plain,7,item-024,39,0,0,38,67,69
MPV-GEN-T1-N30-R06,plain,7,item-028,77,0,0,22,68,77
MPV-GEN-T1-N30-R07,plain,0,item-000,0,0,0,72,98,40
MPV-GEN-T1-N30-R07,plain,0,item-002,72,0,0,27,78,95
MPV-GEN-T1-N30-R07,plain,0,item-022,0,0,40,12,8,43
MPV-GEN-T1-N30-R07,plain,1,item-013,0,0,0,65,90,100
MPV-GEN-T1-N30-R07,plain,1,item-008,65,0,0,28,76,81
MPV-GEN-T1-N30-R07,plain,1,item-011,93,0,0,6,94,71
MPV-GEN-T1-N30-R07,plain,2,item-029,0,0,0,44,96,81
MPV-GEN-T1-N30-R07,plain,2,item-009,44,0,0,46,90,77
MPV-GEN-T1-N30-R07,plain,2,item-005,90,0,0,9,98,87
MPV-GEN-T1-N30-R07,plain,3,item-021,0,0,0,97,37,96
MPV-GEN-T1-N30-R07,plain,3,item-018,0,37,0,97,26,76
MPV-GEN-T1-N30-R07,plain,3,item-001,0,63,0,67,37,72
MPV-GEN-T1-N30-R07,plain,3,item-007,97,0,0,3,92,79
MPV-GEN-T1-N30-R07,plain,4,item-025,0,0,0,43,66,91
MPV-GEN-T1-N30-R07,plain,4,item-004,43,0,0,38,66,79
MPV-GEN-T1-N30-R07,plain,4,item-027,0,66,0,66,33,74
MPV-GEN-T1-N30-R07,plain,4,item-006,81,0,0,19,91,80
MPV-GEN-T1-N30-R07,plain,5,item-023,0,0,0,40,66,66
MPV-GEN-T1-N30-R07,plain,5,item-014,40,0,0,28,73,72
MPV-GEN-T1-N30-R07,plain,5,item-019,68,0,0,22,86,67
MPV-GEN-T1-N30-R07,plain,5,item-020,90,0,0,8,69,95
MPV-GEN-T1-N30-R07,plain,6,item-010,0,0,0,19,83,80
MPV-GEN-T1-N30-R07,plain,6,item-016,19,0,0,26,66,72
MPV-GEN-T1-N30-R07,plain,6,item-015,45,0,0,23,67,67
MPV-GEN-T1-N30-R07,plain,6,item-026,68,0,0,13,96,98
MPV-GEN-T1-N30-R07,plain,6,item-003,81,0,0,15,78,88
MPV-GEN-T1-N30-R07,plain,7,item-024,0,0,0,6,92,75
MPV-GEN-T1-N30-R07,plain,7,item-028,6,0,0,6,91,91
MPV-GEN-T1-N30-R07,plain,7,item-012,12,0,0,5,79,87
MPV-GEN-T1-N30-R07,plain,7,item-017,17,0,0,5,66,68
MPV-GEN-T1-N30-R08,plain,0,item-000,0,0,0,71,99,71
MPV-GEN-T1-N30-R08,plain,0,item-026,71,0,0,23,81,96
MPV-GEN-T1-N30-R08,plain,0,item-008,0,0,71,4,20,22
MPV-GEN-T1-N30-R08,plain,0,item-020,94,0,0,6,79,87
MPV-GEN-T1-N30-R08,plain,0,item-010,71,81,0,6,14,49
MPV-GEN-T1-N30-R08,plain,1,item-014,0,0,0,92,76,84
MPV-GEN-T1-N30-R08,plain,1,item-028,0,76,0,43,15,44
MPV-GEN-T1-N30-R08,plain,1,item-021,92,0,0,4,69,70
MPV-GEN-T1-N30-R08,plain,1,item-025,96,0,0,1,79,71
MPV-GEN-T1-N30-R08,plain,1,item-018,97,0,0,1,67,77
MPV-GEN-T1-N30-R08,plain,1,item-022,0,0,84,72,94,15
MPV-GEN-T1-N30-R08,plain,2,item-002,0,0,0,72,94,83
MPV-GEN-T1-N30-R08,plain,2,item-015,72,0,0,19,98,95
MPV-GEN-T1-N30-R08,plain,3,item-016,0,0,0,71,96,50
MPV-GEN-T1-N30-R08,plain,3,item-003,0,0,50,28,26,40
MPV-GEN-T1-N30-R08,plain,3,item-024,71,0,0,23,81,82
MPV-GEN-T1-N30-R08,plain,4,item-023,0,0,0,39,92,88
MPV-GEN-T1-N30-R08,plain,4,item-004,39,0,0,37,94,90
MPV-GEN-T1-N30-R08,plain,4,item-027,76,0,0,20,73,98
MPV-GEN-T1-N30-R08,plain,5,item-001,0,0,0,46,69,78
MPV-GEN-T1-N30-R08,plain,5,item-011,46,0,0,30,98,95
MPV-GEN-T1-N30-R08,plain,5,item-007,76,0,0,17,69,92
MPV-GEN-T1-N30-R08,plain,6,item-009,0,0,0,37,74,98
MPV-GEN-T1-N30-R08,plain,6,item-019,37,0,0,35,75,98
MPV-GEN-T1-N30-R08,plain,6,item-017,72,0,0,16,88,74
MPV-GEN-T1-N30-R08,plain,7,item-029,0,0,0,86,32,80
MPV-GEN-T1-N30-R08,plain,7,item-006,0,32,0,90,28,72
MPV-GEN-T1-N30-R08,plain,8,item-013,0,0,0,38,69,80
MPV-GEN-T1-N30-R08,plain,8,item-012,38,0,0,31,78,83
MPV-GEN-T1-N30-R08,plain,8,item-005,69,0,0,13,67,78
MPV-GEN-T1-N30-R09,plain,0,item-020,0,0,0,83,97,78
MPV-GEN-T1-N30-R09,plain,0,item-015,83,0,0,16,93,66
MPV-GEN-T1-N30-R09,plain,0,item-018,0,0,78,71,79,12
MPV-GEN-T1-N30-R09,plain,0,item-006,0,97,0,12,1,45
MPV-GEN-T1-N30-R09,plain,0,item-011,0,0,90,95,66,5
MPV-GEN-T1-N30-R09,plain,0,item-029,0,79,78,1,1,20
MPV-GEN-T1-N30-R09,plain,1,item-005,0,0,0,80,87,66
MPV-GEN-T1-N30-R09,plain,1,item-025,0,0,66,68,81,27
MPV-GEN-T1-N30-R09,plain,1,item-009,0,87,0,84,9,95
MPV-GEN-T1-N30-R09,plain,1,item-016,84,0,0,7,93,89
MPV-GEN-T1-N30-R09,plain,1,item-014,91,0,0,7,91,85
MPV-GEN-T1-N30-R09,plain,1,item-001,80,0,0,3,24,37
MPV-GEN-T1-N30-R09,plain,2,item-000,0,0,0,88,56,80
MPV-GEN-T1-N30-R09,plain,2,item-012,88,0,0,8,78,78
MPV-GEN-T1-N30-R09,plain,2,item-019,0,56,0,47,23,36
MPV-GEN-T1-N30-R09,plain,3,item-028,0,0,0,50,98,100
MPV-GEN-T1-N30-R09,plain,3,item-022,50,0,0,43,82,91
MPV-GEN-T1-N30-R09,plain,3,item-027,93,0,0,7,77,100
MPV-GEN-T1-N30-R09,plain,4,item-010,0,0,0,81,55,77
MPV-GEN-T1-N30-R09,plain,4,item-026,0,55,0,76,45,95
MPV-GEN-T1-N30-R09,plain,4,item-013,81,0,0,5,84,73
MPV-GEN-T1-N30-R09,plain,5,item-023,0,0,0,37,94,97
MPV-GEN-T1-N30-R09,plain,5,item-002,37,0,0,42,80,94
MPV-GEN-T1-N30-R09,plain,6,item-003,0,0,0,42,93,74
MPV-GEN-T1-N30-R09,plain,6,item-004,42,0,0,37,88,100
MPV-GEN-T1-N30-R09,plain,7,item-017,0,0,0,93,99,28
MPV-GEN-T1-N30-R09,plain,7,item-007,0,0,28,32,68,71
MPV-GEN-T1-N30-R09,plain,8,item-021,0,0,0,40,90,80
MPV-GEN-T1-N30-R09,plain,8,item-024,40,0,0,41,71,76
MPV-GEN-T1-N30-R09,plain,9,item-008,0,0,0,31,70,99
MPV-GEN-T1-N30-R10,plain,0,item-026,0,0,0,93,86,99
MPV-GEN-T1-N30-R10,plain,0,item-001,93,0,0,7,91,80
MPV-GEN-T1-N30-R10,plain,0,item-005,0,86,0,24,2,46
MPV-GEN-T1-N30-R10,plain,1,item-007,0,0,0,87,79,76
MPV-GEN-T1-N30-R10,plain,1,item-012,0,79,0,97,17,97
MPV-GEN-T1-N30-R10,plain,1,item-015,87,0,0,12,66,94
MPV-GEN-T1-N30-R10,plain,1,item-023,0,0,76,36,25,4
MPV-GEN-T1-N30-R10,plain,1,item-002,97,66,0,1,29,30
MPV-GEN-T1-N30-R10,plain,2,item-008,0,0,0,92,57,78
MPV-GEN-T1-N30-R10,plain,2,item-009,0,57,0,97,31,81
MPV-GEN-T1-N30-R10,plain,2,item-014,0,0,81,92,88,10
MPV-GEN-T1-N30-R10,plain,3,item-017,0,0,0,74,86,44
MPV-GEN-T1-N30-R10,plain,3,item-003,0,0,44,71,70,56
MPV-GEN-T1-N30-R10,plain,3,item-013,74,0,0,23,100,79
MPV-GEN-T1-N30-R10,plain,4,item-004,0,0,0,38,81,76
MPV-GEN-T1-N30-R10,plain,4,item-027,38,0,0,43,70,89
MPV-GEN-T1-N30-R10,plain,4,item-025,0,81,0,86,19,89
MPV-GEN-T1-N30-R10,plain,4,item-028,81,0,0,14,80,84
MPV-GEN-T1-N30-R10,plain,4,item-029,95,0,0,5,77,91
MPV-GEN-T1-N30-R10,plain,5,item-010,0,0,0,87,33,80
MPV-GEN-T1-N30-R10,plain,5,item-020,0,33,0,69,45,70
MPV-GEN-T1-N30-R10,plain,5,item-000,0,33,70,17,33,30
MPV-GEN-T1-N30-R10,plain,5,item-024,87,0,0,10,95,83
MPV-GEN-T1-N30-R10,plain,6,item-011,0,0,0,29,93,74
MPV-GEN-T1-N30-R10,plain,6,item-021,29,0,0,25,89,89
MPV-GEN-T1-N30-R10,plain,6,item-016,54,0,0,23,71,97
MPV-GEN-T1-N30-R10,plain,6,item-006,77,0,0,10,93,69
MPV-GEN-T1-N30-R10,plain,6,item-018,87,0,0,10,92,68
MPV-GEN-T1-N30-R10,plain,7,item-019,0,0,0,10,87,77
MPV-GEN-T1-N30-R10,plain,7,item-022,10,0,0,8,71,88
MPV-GEN-T1-N60-R01,plain,0,item-044,0,0,0,74,82,72
MPV-GEN-T1-N60-R01,plain,0,item-021,74,0,0,25,99,69
MPV-GEN-T1-N60-R01,plain,0,item-053,0,0,72,80,75,20
MPV-GEN-T1-N60-R01,plain,0,item-004,0,0,92,97,74,8
MPV-GEN-T1-N60-R01,plain,0,item-028,80,0,69,18,44,10
MPV-GEN-T1-N60-R01,plain,0,item-038,0,82,0,70,7,67
MPV-GEN-T1-N60-R01,plain,0,item-041,0,99,0,98,1,95
MPV-GEN-T1-N60-R01,plain,0,item-056,80,74,69,5,25,31
MPV-GEN-T1-N60-R01,plain,0,item-058,99,0,0,1,93,99
MPV-GEN-T1-N60-R01,plain,1,item-045,0,0,0,69,84,94
MPV-GEN-T1-N60-R01,plain,1,item-010,69,0,0,27,94,71
MPV-GEN-T1-N60-R01,plain,1,item-030,0,94,0,79,6,82
MPV-GEN-T1-N60-R01,plain,1,item-006,96,0,0,3,88,90
MPV-GEN-T1-N60-R01,plain,2,item-055,0,0,0,62,95,91
MPV-GEN-T1-N60-R01,plain,2,item-039,62,0,0,36,82,88
MPV-GEN-T1-N60-R01,plain,3,item-054,0,0,0,62,93,62
MPV-GEN-T1-N60-R01,plain,3,item-035,62,0,0,37,75,88
MPV-GEN-T1-N60-R01,plain,3,item-037,0,0,88,92,82,12
MPV-GEN-T1-N60-R01,plain,3,item-049,0,93,0,78,6,91
MPV-GEN-T1-N60-R01,plain,4,item-007,0,0,0,95,36,98
MPV-GEN-T1-N60-R01,plain,4,item-051,0,36,0,87,64,53
MPV-GEN-T1-N60-R01,plain,4,item-031,0,36,53,27,44,47
MPV-GEN-T1-N60-R01,plain,4,item-018,95,0,0,5,96,87
MPV-GEN-T1-N60-R01,plain,5,item-027,0,0,0,46,93,71
MPV-GEN-T1-N60-R01,plain,5,item-009,46,0,0,46,79,83
MPV-GEN-T1-N60-R01,plain,5,item-034,92,0,0,8,91,96
MPV-GEN-T1-N60-R01,plain,6,item-050,0,0,0,100,74,37
MPV-GEN-T1-N60-R01,plain,6,item-024,0,0,37,83,73,33
MPV-GEN-T1-N60-R01,plain,6,item-016,0,0,70,89,98,19
MPV-GEN-T1-N60-R01,plain,7,item-013,0,0,0,65,57,70
MPV-GEN-T1-N60-R01,plain,7,item-014,65,0,0,34,78,85
MPV-GEN-T1-N60-R01,plain,7,item-019,0,78,0,75,12,96
MPV-GEN-T1-N60-R01,plain,8,item-046,0,0,0,39,88,77
MPV-GEN-T1-N60-R01,plain,8,item-011,39,0,0,58,56,79
MPV-GEN-T1-N60-R01,plain,8,item-003,97,0,0,3,68,94
MPV-GEN-T1-N60-R01,plain,9,item-026,0,0,0,93,95,29
MPV-GEN-T1-N60-R01,plain,9,item-023,0,0,29,42,86,66
MPV-GEN-T1-N60-R01,plain,9,item-015,42,0,29,39,79,67
MPV-GEN-T1-N60-R01,plain,9,item-036,93,0,0,5,83,96
MPV-GEN-T1-N60-R01,plain,10,item-022,0,0,0,32,99,69
MPV-GEN-T1-N60-R01,plain,10,item-029,32,0,0,34,89,72
MPV-GEN-T1-N60-R01,plain,10,item-020,66,0,0,34,67,91
MPV-GEN-T1-N60-R01,plain,11,item-040,0,0,0,81,78,34
MPV-GEN-T1-N60-R01,plain,11,item-025,81,0,0,19,84,82
MPV-GEN-T1-N60-R01,plain,12,item-048,0,0,0,37,73,91
MPV-GEN-T1-N60-R01,plain,12,item-012,37,0,0,29,78,82
MPV-GEN-T1-N60-R01,plain,12,item-047,66,0,0,28,80,88
MPV-GEN-T1-N60-R01,plain,13,item-032,0,0,0,22,95,92
MPV-GEN-T1-N60-R01,plain,13,item-043,22,0,0,22,99,71
MPV-GEN-T1-N60-R01,plain,13,item-057,44,0,0,30,71,76
MPV-GEN-T1-N60-R01,plain,13,item-005,74,0,0,23,85,71
MPV-GEN-T1-N60-R01,plain,14,item-017,0,0,0,21,77,99
MPV-GEN-T1-N60-R01,plain,14,item-059,21,0,0,20,72,73
MPV-GEN-T1-N60-R01,plain,14,item-033,41,0,0,19,71,74
MPV-GEN-T1-N60-R01,plain,14,item-042,60,0,0,17,72,90
MPV-GEN-T1-N60-R01,plain,14,item-001,77,0,0,10,89,93
MPV-GEN-T1-N60-R01,plain,14,item-002,87,0,0,13,78,73
MPV-GEN-T1-N60-R01,plain,15,item-052,0,0,0,11,71,76
MPV-GEN-T1-N60-R01,plain,15,item-008,11,0,0,10,74,75
MPV-GEN-T1-N60-R01,plain,15,item-000,21,0,0,8,66,72
MPV-GEN-T1-N60-R02,plain,0,item-032,0,0,0,76,91,92
MPV-GEN-T1-N60-R02,plain,0,item-003,76,0,0,18,99,76
MPV-GEN-T1-N60-R02,plain,0,item-031,94,0,0,6,76,87
MPV-GEN-T1-N60-R02,plain,0,item-026,76,0,76,5,50,17
MPV-GEN-T1-N60-R02,plain,0,item-041,0,0,92,38,44,2
