INSTANCE,ALGORITHM,BIN_INDEX,ITEM_ID,X,Y,Z,DX,DY,DZ
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-001,0,6,0,9,2,8
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-002,9,0,0,5,8,8
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-003,14,0,0,4,10,9
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-004,0,0,2,9,2,10
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-005,0,8,0,8,5,9
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-006,0,2,2,8,3,2
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-007,0,2,4,5,3,5
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-008,5,2,8,8,5,8
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-009,18,0,0,8,9,1
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-010,0,2,9,5,10,5
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-011,9,0,9,10,2,8
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-012,0,5,2,9,1,6
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-013,0,0,14,2,3,4
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-014,5,7,8,2,1,8
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-015,7,7,8,2,1,2
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-016,13,2,8,1,7,10
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-017,2,0,14,3,4,6
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-018,9,7,8,4,8,6
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-019,0,13,0,8,9,5
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-020,2,0,0,6,3,2
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-021,7,7,10,2,4,8
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-022,0,4,16,5,3,6
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-023,5,0,16,2,7,1
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-024,5,0,17,4,3,9
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-025,8,11,0,1,8,5
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-026,8,11,5,1,8,9
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-027,5,3,17,8,4,4
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-028,8,8,0,6,2,6
MPV-GEN-T6-N30-R04,fast_brute_force,0,item-029,0,0,20,5,3,7
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-000,0,0,0,2,9,3
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-001,0,9,0,3,9,3
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-002,2,0,0,10,7,5
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-003,0,0,3,2,8,6
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-004,0,18,0,8,6,10
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-005,0,8,3,2,10,9
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-006,0,0,9,7,3,10
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-007,3,7,0,10,6,2
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-008,3,13,0,3,4,1
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-009,3,17,0,3,1,6
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-010,3,7,2,9,9,10
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-011,12,0,0,7,7,3
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-012,3,13,1,10,3,1
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-013,0,24,0,4,10,8
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-014,7,0,5,2,6,1
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-015,0,34,0,7,9,7
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-016,0,3,9,3,2,5
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-017,2,0,5,3,7,3
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-018,4,24,0,4,8,10
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-019,6,16,0,7,2,1
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-020,0,24,8,4,10,4
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-021,0,18,10,3,6,3
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-022,6,16,1,4,2,7
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-023,3,16,10,2,8,8
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-024,2,7,3,1,8,1
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-025,5,6,5,8,1,7
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-026,0,5,12,9,8,6
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-027,0,3,18,5,8,10
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-028,12,0,3,5,6,2
MPV-GEN-T6-N30-R05,fast_brute_force,0,item-029,0,43,0,10,10,1
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-000,0,0,0,3,1,5
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-001,3,0,0,6,5,7
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-002,0,1,0,2,3,1
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-003,2,1,0,1,7,10
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-004,0,0,7,8,1,3
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-005,9,0,0,9,4,8
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-006,3,1,7,5,4,9
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-007,18,0,0,4,10,8
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-008,9,4,0,5,10,3
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-009,3,5,0,5,4,10
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-010,0,9,0,6,5,6
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-011,0,8,0,1,1,9
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-012,8,5,3,10,4,5
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-013,0,14,0,5,8,5
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-014,0,9,6,3,10,3
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-015,1,1,1,1,8,1
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-016,14,9,0,4,8,9
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-017,8,0,8,4,9,1
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-018,8,0,9,5,9,5
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-019,6,9,3,7,2,8
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-020,6,11,0,3,6,5
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-021,5,14,0,1,9,9
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-022,3,14,5,2,10,7
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-023,9,14,0,5,10,6
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-024,9,11,3,5,2,4
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-025,0,9,9,4,5,10
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-026,6,13,6,8,9,2
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-027,0,1,1,1,5,7
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-028,0,5,10,3,3,9
MPV-GEN-T6-N30-R06,fast_brute_force,0,item-029,4,5,11,4,8,6
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-000,0,0,0,3,2,8
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-001,3,0,0,10,2,2
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-002,13,0,0,7,2,8
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-003,3,0,2,7,3,5
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-004,3,0,7,7,5,3
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-005,0,2,0,3,9,8
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-006,20,0,0,6,4,7
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-007,10,2,0,9,3,7
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-008,10,2,7,10,9,6
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-009,0,5,8,10,6,3
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-010,0,0,8,2,4,1
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-011,0,0,11,8,6,6
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-012,8,0,11,1,6,10
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-013,0,0,17,7,7,9
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-014,7,6,11,3,5,8
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-015,9,0,13,6,4,6
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-016,9,0,19,6,5,4
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-017,7,0,21,2,4,10
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-018,0,7,11,3,9,9
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-019,26,0,0,8,3,2
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-020,7,4,19,1,3,7
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-021,10,0,2,2,1,6
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-022,8,4,21,1,7,10
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-023,0,6,11,5,1,3
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-024,5,6,11,2,7,6
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-025,19,2,0,1,8,2
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-026,3,5,0,6,7,1
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-027,0,7,20,8,9,5
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-028,0,11,0,2,7,7
MPV-GEN-T6-N30-R07,fast_brute_force,0,item-029,9,0,10,1,5,2
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-000,0,0,0,4,4,10
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-001,4,0,0,3,8,6
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-002,0,8,0,9,8,4
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-003,7,0,0,6,2,9
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-004,0,16,0,5,8,6
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-005,7,2,0,10,1,7
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-006,0,4,4,4,5,6
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-007,4,0,6,3,7,3
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-008,4,0,9,2,5,8
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-009,0,0,10,2,9,7
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-010,13,0,0,9,2,5
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-011,0,0,17,4,10,2
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-012,2,0,10,1,7,4
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-013,7,3,0,8,5,6
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-014,0,24,0,4,9,10
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-015,0,10,4,10,3,10
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-016,0,9,4,9,1,8
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-017,7,3,6,3,6,8
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-018,10,0,9,4,10,4
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-019,4,5,14,6,5,9
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-020,0,13,6,10,9,8
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-021,6,0,14,10,4,10
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-022,0,33,0,9,5,10
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-023,0,0,19,6,3,9
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-024,6,4,14,8,1,7
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-025,5,22,0,7,10,5
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-026,0,3,23,5,8,7
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-027,5,16,0,6,4,2
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-028,10,10,0,10,4,4
MPV-GEN-T6-N30-R08,fast_brute_force,0,item-029,0,0,28,5,3,7
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-000,0,0,0,4,7,1
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-001,0,7,0,7,5,3
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-002,4,0,0,4,7,1
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-003,7,7,0,2,10,4
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-004,0,12,0,6,2,8
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-005,0,0,3,4,6,7
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-006,4,0,3,3,5,4
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-007,4,0,7,10,10,10
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-008,0,10,3,5,2,1
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-009,0,10,4,5,1,2
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-010,0,6,1,3,1,10
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-011,3,6,6,1,5,9
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-012,0,7,8,2,9,9
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-013,3,6,4,10,4,2
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-014,0,0,11,2,6,3
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-015,2,11,4,5,1,5
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-016,9,10,0,9,8,3
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-017,0,0,17,3,9,5
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-018,2,14,0,4,8,8
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-019,8,0,0,7,6,5
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-020,15,0,0,8,6,8
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-021,3,0,10,1,6,7
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-022,14,6,0,8,4,3
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-023,14,6,3,8,4,8
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-024,6,17,0,3,6,9
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-025,0,16,0,2,5,7
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-026,2,12,8,3,6,4
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-027,0,22,0,3,10,8
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-028,0,32,0,9,10,10
MPV-GEN-T6-N30-R09,fast_brute_force,0,item-029,0,18,9,10,10,3
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-000,0,0,0,5,7,3
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-001,0,7,0,10,1,7
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-002,5,0,0,6,5,5
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-003,10,5,0,1,9,10
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-004,0,0,3,4,7,9
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-005,0,8,0,9,10,8
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-006,4,0,3,1,6,5
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-007,5,5,0,4,2,6
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-008,0,7,8,9,10,3
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-009,5,0,5,9,4,4
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-010,9,14,0,10,9,4
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-011,0,18,0,7,9,5
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-012,4,6,7,2,2,1
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-013,9,5,0,1,2,7
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-014,11,4,0,3,10,7
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-015,14,0,0,9,8,9
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-016,5,4,6,2,2,7
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-017,6,6,6,2,1,3
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-018,0,0,12,5,9,3
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-019,7,23,0,7,8,10
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-020,5,0,9,7,2,1
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-021,9,14,4,9,9,3
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-022,0,18,5,6,2,3
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-023,14,8,0,9,6,4
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-024,11,8,7,9,10,2
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-025,7,0,10,8,7,10
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-026,5,6,11,2,7,2
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-027,0,17,8,9,5,5
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-028,9,18,7,7,5,9
MPV-GEN-T6-N30-R10,fast_brute_force,0,item-029,0,9,11,4,8,8
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-000,0,0,0,9,8,6
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-001,9,0,0,2,6,10
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-002,0,0,6,9,8,8
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-003,9,6,0,3,3,3
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-004,11,0,0,1,3,3
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-005,11,3,0,9,3,2
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-006,0,8,0,4,8,9
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-007,4,8,0,3,5,1
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-008,12,0,0,6,3,8
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-009,18,0,0,10,2,5
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-010,28,0,0,6,8,7
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-011,18,2,2,10,4,10
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-012,11,3,3,7,6,4
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-013,4,8,1,3,7,7
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-014,18,0,5,9,1,4
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-015,27,0,7,10,2,6
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-016,9,0,10,8,9,8
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-017,7,8,0,2,4,2
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-018,0,8,9,9,5,9
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-019,0,0,14,4,3,10
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-020,18,6,0,9,9,9
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-021,4,0,14,2,3,4
MPV-GEN-T6-N60-R01,fast_brute_force,0,item-022,9,9,0,3,9,10
